Column,Column_Label,Column_Alias,Column_Dtype,Value_Range,Value_PreRepl,Is_Use
cb052_w3_3_,"子女3本轮的受教育程度(10分类,新增)",keduc_new_3,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"", ""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)', '11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb052_w3_4_,"子女4本轮的受教育程度(10分类,新增)",keduc_new_4,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"", ""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)', '11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb052_w3_5_,"子女5本轮的受教育程度(10分类,新增)",keduc_new_5,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"", ""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)', '11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb052_w3_6_,"子女6本轮的受教育程度(10分类,新增)",keduc_new_6,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"", ""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)', '11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb052_w3_7_,"子女7本轮的受教育程度(10分类,新增)",keduc_new_7,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"", ""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)', '11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb052_w3_8_,"子女8本轮的受教育程度(10分类,新增)",keduc_new_8,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"", ""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)', '11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb052_w3_9_,"子女9本轮的受教育程度(10分类,新增)",keduc_new_9,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"", ""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)', '11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb052_w3_10_,"子女10本轮的受教育程度(10分类,新增)",keduc_new_10,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"", ""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)', '11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb052_w3_11_,"子女11本轮的受教育程度(10分类,新增)",keduc_new_11,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"", ""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)', '11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb052_w3_12_,"子女12本轮的受教育程度(10分类,新增)",keduc_new_12,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"", ""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)', '11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb052_w3_13_,"子女13本轮的受教育程度(10分类,新增)",keduc_new_13,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"", ""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)', '11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb052_w3_14_,"子女14本轮的受教育程度(10分类,新增)",keduc_new_14,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"", ""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)', '11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb052_w3_15_,"子女15本轮的受教育程度(10分类,新增)",keduc_new_15,Cat,"{0:'No formal education illiterate',1:'Did not finish primary school but capable of reading and/or writing',2:'Sishu',3:'Elementary school',4:'Middle school',5:'High school',6:'Vocational school',7:'Two/Three Year College/Associate degree',8:""Four Year College/Bachelor's degree"",9:'Post-graduated(Master/PhD)'}","{'1 No Formal Education(Illiterate)':'No formal education illiterate','2 Did not Finish Primary School':'Did not finish primary school but capable of reading and/or writing','3 Sishu/Home School':'Sishu','4 Elementary School':'Elementary school','5 Middle School':'Middle school','6 High School':'High school','7 Vocational School':'Vocational school','8 Two-/Three-Year College/Associate Degree':'Two/Three Year College/Associate degree',""9 Four-Year College/Bachelor's Degree"":""Four Year College/Bachelor's degree"", ""10 Post-graduate, Master's Degree"":'Post-graduated(Master/PhD)', '11 Post-graduate, Doctoral Degree/Ph.D':'Post-graduated(Master/PhD)'}",True
cb053_1_,子女1的居住类型(与家庭受访者距离),klivedis_1,Cat,"{0:'Same house',1:'Another house but the same block',2:'Another block but the same country',3:'Another country'}","{'1 Livng with Respondent':'Same house', '2 Livng with Respondent but Financially Independent':'Same house with FamR','3 Living in the Same or Nearby Courtyard House(Apartment) with Respondent':'Another house but the same block', '4 Others':'Another block but the same country', '5 Abroad':'Another country'}",True
cb053_2_,子女2的居住类型(与家庭受访者距离),klivedis_2,Cat,"{0:'Same house',1:'Another house but the same block',2:'Another block but the same country',3:'Another country'}","{'1 Livng with Respondent':'Same house', '2 Livng with Respondent but Financially Independent':'Same house with FamR','3 Living in the Same or Nearby Courtyard House(Apartment) with Respondent':'Another house but the same block', '4 Others':'Another block but the same country', '5 Abroad':'Another country'}",True
cb053_3_,子女3的居住类型(与家庭受访者距离),klivedis_3,Cat,"{0:'Same house',1:'Another house but the same block',2:'Another block but the same country',3:'Another country'}","{'1 Livng with Respondent':'Same house', '2 Livng with Respondent but Financially Independent':'Same house with FamR','3 Living in the Same or Nearby Courtyard House(Apartment) with Respondent':'Another house but the same block', '4 Others':'Another block but the same country', '5 Abroad':'Another country'}",True
cb053_4_,子女4的居住类型(与家庭受访者距离),klivedis_4,Cat,"{0:'Same house',1:'Another house but the same block',2:'Another block but the same country',3:'Another country'}","{'1 Livng with Respondent':'Same house', '2 Livng with Respondent but Financially Independent':'Same house with FamR','3 Living in the Same or Nearby Courtyard House(Apartment) with Respondent':'Another house but the same block', '4 Others':'Another block but the same country', '5 Abroad':'Another country'}",True
cb053_5_,子女5的居住类型(与家庭受访者距离),klivedis_5,Cat,"{0:'Same house',1:'Another house but the same block',2:'Another block but the same country',3:'Another country'}","{'1 Livng with Respondent':'Same house', '2 Livng with Respondent but Financially Independent':'Same house with FamR','3 Living in the Same or Nearby Courtyard House(Apartment) with Respondent':'Another house but the same block', '4 Others':'Another block but the same country', '5 Abroad':'Another country'}",True
cb053_6_,子女6的居住类型(与家庭受访者距离),klivedis_6,Cat,"{0:'Same house',1:'Another house but the same block',2:'Another block but the same country',3:'Another country'}","{'1 Livng with Respondent':'Same house', '2 Livng with Respondent but Financially Independent':'Same house with FamR','3 Living in the Same or Nearby Courtyard House(Apartment) with Respondent':'Another house but the same block', '4 Others':'Another block but the same country', '5 Abroad':'Another country'}",True
cb053_7_,子女7的居住类型(与家庭受访者距离),klivedis_7,Cat,"{0:'Same house',1:'Another house but the same block',2:'Another block but the same country',3:'Another country'}","{'1 Livng with Respondent':'Same house', '2 Livng with Respondent but Financially Independent':'Same house with FamR','3 Living in the Same or Nearby Courtyard House(Apartment) with Respondent':'Another house but the same block', '4 Others':'Another block but the same country', '5 Abroad':'Another country'}",True
cb053_8_,子女8的居住类型(与家庭受访者距离),klivedis_8,Cat,"{0:'Same house',1:'Another house but the same block',2:'Another block but the same country',3:'Another country'}","{'1 Livng with Respondent':'Same house', '2 Livng with Respondent but Financially Independent':'Same house with FamR','3 Living in the Same or Nearby Courtyard House(Apartment) with Respondent':'Another house but the same block', '4 Others':'Another block but the same country', '5 Abroad':'Another country'}",True
cb053_9_,子女9的居住类型(与家庭受访者距离),klivedis_9,Cat,"{0:'Same house',1:'Another house but the same block',2:'Another block but the same country',3:'Another country'}","{'1 Livng with Respondent':'Same house', '2 Livng with Respondent but Financially Independent':'Same house with FamR','3 Living in the Same or Nearby Courtyard House(Apartment) with Respondent':'Another house but the same block', '4 Others':'Another block but the same country', '5 Abroad':'Another country'}",True
cb053_10_,子女10的居住类型(与家庭受访者距离),klivedis_10,Cat,"{0:'Same house',1:'Another house but the same block',2:'Another block but the same country',3:'Another country'}","{'1 Livng with Respondent':'Same house', '2 Livng with Respondent but Financially Independent':'Same house with FamR','3 Living in the Same or Nearby Courtyard House(Apartment) with Respondent':'Another house but the same block', '4 Others':'Another block but the same country', '5 Abroad':'Another country'}",True
cb053_11_,子女11的居住类型(与家庭受访者距离),klivedis_11,Cat,"{0:'Same house',1:'Another house but the same block',2:'Another block but the same country',3:'Another country'}","{'1 Livng with Respondent':'Same house', '2 Livng with Respondent but Financially Independent':'Same house with FamR','3 Living in the Same or Nearby Courtyard House(Apartment) with Respondent':'Another house but the same block', '4 Others':'Another block but the same country', '5 Abroad':'Another country'}",True
cb053_12_,子女12的居住类型(与家庭受访者距离),klivedis_12,Cat,"{0:'Same house',1:'Another house but the same block',2:'Another block but the same country',3:'Another country'}","{'1 Livng with Respondent':'Same house', '2 Livng with Respondent but Financially Independent':'Same house with FamR','3 Living in the Same or Nearby Courtyard House(Apartment) with Respondent':'Another house but the same block', '4 Others':'Another block but the same country', '5 Abroad':'Another country'}",True
cb053_13_,子女13的居住类型(与家庭受访者距离),klivedis_13,Cat,"{0:'Same house',1:'Another house but the same block',2:'Another block but the same country',3:'Another country'}","{'1 Livng with Respondent':'Same house', '2 Livng with Respondent but Financially Independent':'Same house with FamR','3 Living in the Same or Nearby Courtyard House(Apartment) with Respondent':'Another house but the same block', '4 Others':'Another block but the same country', '5 Abroad':'Another country'}",True
cb053_14_,子女14的居住类型(与家庭受访者距离),klivedis_14,Cat,"{0:'Same house',1:'Another house but the same block',2:'Another block but the same country',3:'Another country'}","{'1 Livng with Respondent':'Same house', '2 Livng with Respondent but Financially Independent':'Same house with FamR','3 Living in the Same or Nearby Courtyard House(Apartment) with Respondent':'Another house but the same block', '4 Others':'Another block but the same country', '5 Abroad':'Another country'}",True
cb053_15_,子女15的居住类型(与家庭受访者距离),klivedis_15,Cat,"{0:'Same house',1:'Another house but the same block',2:'Another block but the same country',3:'Another country'}","{'1 Livng with Respondent':'Same house', '2 Livng with Respondent but Financially Independent':'Same house with FamR','3 Living in the Same or Nearby Courtyard House(Apartment) with Respondent':'Another house but the same block', '4 Others':'Another block but the same country', '5 Abroad':'Another country'}",True
cb054_1_,子女1的居住类型(城乡),kliveur_1,Cat,"{0:'Urban',1:'Rural'}","{'1 Center Area of City or Town':'Urban','2 Urban-suburban-integration Area':'Urban', '3 Rural Area':'Rural','4 Special Area':'Rural'}",True
cb054_2_,子女2的居住类型(城乡),kliveur_2,Cat,"{0:'Urban',1:'Rural'}","{'1 Center Area of City or Town':'Urban','2 Urban-suburban-integration Area':'Urban', '3 Rural Area':'Rural','4 Special Area':'Rural'}",True
cb054_3_,子女3的居住类型(城乡),kliveur_3,Cat,"{0:'Urban',1:'Rural'}","{'1 Center Area of City or Town':'Urban','2 Urban-suburban-integration Area':'Urban', '3 Rural Area':'Rural','4 Special Area':'Rural'}",True
cb054_4_,子女4的居住类型(城乡),kliveur_4,Cat,"{0:'Urban',1:'Rural'}","{'1 Center Area of City or Town':'Urban','2 Urban-suburban-integration Area':'Urban', '3 Rural Area':'Rural','4 Special Area':'Rural'}",True
cb054_5_,子女5的居住类型(城乡),kliveur_5,Cat,"{0:'Urban',1:'Rural'}","{'1 Center Area of City or Town':'Urban','2 Urban-suburban-integration Area':'Urban', '3 Rural Area':'Rural','4 Special Area':'Rural'}",True
cb054_6_,子女6的居住类型(城乡),kliveur_6,Cat,"{0:'Urban',1:'Rural'}","{'1 Center Area of City or Town':'Urban','2 Urban-suburban-integration Area':'Urban', '3 Rural Area':'Rural','4 Special Area':'Rural'}",True
cb054_7_,子女7的居住类型(城乡),kliveur_7,Cat,"{0:'Urban',1:'Rural'}","{'1 Center Area of City or Town':'Urban','2 Urban-suburban-integration Area':'Urban', '3 Rural Area':'Rural','4 Special Area':'Rural'}",True
cb054_8_,子女8的居住类型(城乡),kliveur_8,Cat,"{0:'Urban',1:'Rural'}","{'1 Center Area of City or Town':'Urban','2 Urban-suburban-integration Area':'Urban', '3 Rural Area':'Rural','4 Special Area':'Rural'}",True
cb054_9_,子女9的居住类型(城乡),kliveur_9,Cat,"{0:'Urban',1:'Rural'}","{'1 Center Area of City or Town':'Urban','2 Urban-suburban-integration Area':'Urban', '3 Rural Area':'Rural','4 Special Area':'Rural'}",True
cb054_10_,子女10的居住类型(城乡),kliveur_10,Cat,"{0:'Urban',1:'Rural'}","{'1 Center Area of City or Town':'Urban','2 Urban-suburban-integration Area':'Urban', '3 Rural Area':'Rural area','4 Special Area':'Special area'}",True
cb054_11_,子女11的居住类型(城乡),kliveur_11,Cat,"{0:'Urban',1:'Rural'}","{'1 Center Area of City or Town':'Urban','2 Urban-suburban-integration Area':'Urban', '3 Rural Area':'Rural area','4 Special Area':'Special area'}",True
cb054_12_,子女12的居住类型(城乡),kliveur_12,Cat,"{0:'Urban',1:'Rural'}","{'1 Center Area of City or Town':'Urban','2 Urban-suburban-integration Area':'Urban', '3 Rural Area':'Rural area','4 Special Area':'Special area'}",True
cb054_13_,子女13的居住类型(城乡),kliveur_13,Cat,"{0:'Urban',1:'Rural'}","{'1 Center Area of City or Town':'Urban','2 Urban-suburban-integration Area':'Urban', '3 Rural Area':'Rural area','4 Special Area':'Special area'}",True
cb054_14_,子女14的居住类型(城乡),kliveur_14,Cat,"{0:'Urban',1:'Rural'}","{'1 Center Area of City or Town':'Urban','2 Urban-suburban-integration Area':'Urban', '3 Rural Area':'Rural area','4 Special Area':'Special area'}",True
cb055_1_,子女1的户口类型(4分类),khukou_1,Cat,"{0:'Agricultural hukou',1:'Non-agricultural hukou',2:'Unified residency hukou',3:'Do not have hukou'}","{'1 Agriculture Hukou':'Agricultural hukou','2 Non-Agriculture Hukou':'Non-agricultural hukou','3 Unified Residency Hukou':'Unified residency hukou','4 Do not Have Hukou':'Do not have hukou'}",True
cb055_2_,子女2的户口类型(4分类),khukou_2,Cat,"{0:'Agricultural hukou',1:'Non-agricultural hukou',2:'Unified residency hukou',3:'Do not have hukou'}","{'1 Agriculture Hukou':'Agricultural hukou','2 Non-Agriculture Hukou':'Non-agricultural hukou','3 Unified Residency Hukou':'Unified residency hukou','4 Do not Have Hukou':'Do not have hukou'}",True
cb055_3_,子女3的户口类型(4分类),khukou_3,Cat,"{0:'Agricultural hukou',1:'Non-agricultural hukou',2:'Unified residency hukou',3:'Do not have hukou'}","{'1 Agriculture Hukou':'Agricultural hukou','2 Non-Agriculture Hukou':'Non-agricultural hukou','3 Unified Residency Hukou':'Unified residency hukou','4 Do not Have Hukou':'Do not have hukou'}",True
cb055_4_,子女4的户口类型(4分类),khukou_4,Cat,"{0:'Agricultural hukou',1:'Non-agricultural hukou',2:'Unified residency hukou',3:'Do not have hukou'}","{'1 Agriculture Hukou':'Agricultural hukou','2 Non-Agriculture Hukou':'Non-agricultural hukou','3 Unified Residency Hukou':'Unified residency hukou','4 Do not Have Hukou':'Do not have hukou'}",True
cb055_5_,子女5的户口类型(4分类),khukou_5,Cat,"{0:'Agricultural hukou',1:'Non-agricultural hukou',2:'Unified residency hukou',3:'Do not have hukou'}","{'1 Agriculture Hukou':'Agricultural hukou','2 Non-Agriculture Hukou':'Non-agricultural hukou','3 Unified Residency Hukou':'Unified residency hukou','4 Do not Have Hukou':'Do not have hukou'}",True
cb055_6_,子女6的户口类型(4分类),khukou_6,Cat,"{0:'Agricultural hukou',1:'Non-agricultural hukou',2:'Unified residency hukou',3:'Do not have hukou'}","{'1 Agriculture Hukou':'Agricultural hukou','2 Non-Agriculture Hukou':'Non-agricultural hukou','3 Unified Residency Hukou':'Unified residency hukou','4 Do not Have Hukou':'Do not have hukou'}",True
cb055_7_,子女7的户口类型(4分类),khukou_7,Cat,"{0:'Agricultural hukou',1:'Non-agricultural hukou',2:'Unified residency hukou',3:'Do not have hukou'}","{'1 Agriculture Hukou':'Agricultural hukou','2 Non-Agriculture Hukou':'Non-agricultural hukou','3 Unified Residency Hukou':'Unified residency hukou','4 Do not Have Hukou':'Do not have hukou'}",True
cb055_8_,子女8的户口类型(4分类),khukou_8,Cat,"{0:'Agricultural hukou',1:'Non-agricultural hukou',2:'Unified residency hukou',3:'Do not have hukou'}","{'1 Agriculture Hukou':'Agricultural hukou','2 Non-Agriculture Hukou':'Non-agricultural hukou','3 Unified Residency Hukou':'Unified residency hukou','4 Do not Have Hukou':'Do not have hukou'}",True
cb055_9_,子女9的户口类型(4分类),khukou_9,Cat,"{0:'Agricultural hukou',1:'Non-agricultural hukou',2:'Unified residency hukou',3:'Do not have hukou'}","{'1 Agriculture Hukou':'Agricultural hukou','2 Non-Agriculture Hukou':'Non-agricultural hukou','3 Unified Residency Hukou':'Unified residency hukou','4 Do not Have Hukou':'Do not have hukou'}",True
cb055_10_,子女10的户口类型(4分类),khukou_10,Cat,"{0:'Agricultural hukou',1:'Non-agricultural hukou',2:'Unified residency hukou',3:'Do not have hukou'}","{'1 Agriculture Hukou':'Agricultural hukou','2 Non-Agriculture Hukou':'Non-agricultural hukou','3 Unified Residency Hukou':'Unified residency hukou','4 Do not Have Hukou':'Do not have hukou'}",True
cb055_11_,子女11的户口类型(4分类),khukou_11,Cat,"{0:'Agricultural hukou',1:'Non-agricultural hukou',2:'Unified residency hukou',3:'Do not have hukou'}","{'1 Agriculture Hukou':'Agricultural hukou','2 Non-Agriculture Hukou':'Non-agricultural hukou','3 Unified Residency Hukou':'Unified residency hukou','4 Do not Have Hukou':'Do not have hukou'}",True
cb055_12_,子女12的户口类型(4分类),khukou_12,Cat,"{0:'Agricultural hukou',1:'Non-agricultural hukou',2:'Unified residency hukou',3:'Do not have hukou'}","{'1 Agriculture Hukou':'Agricultural hukou','2 Non-Agriculture Hukou':'Non-agricultural hukou','3 Unified Residency Hukou':'Unified residency hukou','4 Do not Have Hukou':'Do not have hukou'}",True
cb055_13_,子女13的户口类型(4分类),khukou_13,Cat,"{0:'Agricultural hukou',1:'Non-agricultural hukou',2:'Unified residency hukou',3:'Do not have hukou'}","{'1 Agriculture Hukou':'Agricultural hukou','2 Non-Agriculture Hukou':'Non-agricultural hukou','3 Unified Residency Hukou':'Unified residency hukou','4 Do not Have Hukou':'Do not have hukou'}",True
cb055_14_,子女14的户口类型(4分类),khukou_14,Cat,"{0:'Agricultural hukou',1:'Non-agricultural hukou',2:'Unified residency hukou',3:'Do not have hukou'}","{'1 Agriculture Hukou':'Agricultural hukou','2 Non-Agriculture Hukou':'Non-agricultural hukou','3 Unified Residency Hukou':'Unified residency hukou','4 Do not Have Hukou':'Do not have hukou'}",True
cb055_15_,子女15的户口类型(4分类),khukou_15,Cat,"{0:'Agricultural hukou',1:'Non-agricultural hukou',2:'Unified residency hukou',3:'Do not have hukou'}","{'1 Agriculture Hukou':'Agricultural hukou','2 Non-Agriculture Hukou':'Non-agricultural hukou','3 Unified Residency Hukou':'Unified residency hukou','4 Do not Have Hukou':'Do not have hukou'}",True
cb070_w4_1_,子女1的在学在业状态,kdostat_1,Cat,"{0:'Studying',1:'Working',2:'Studying while working',3:'Neither studying nor working'}","{'1 Working':'Working','2 At School':'Studying','3 At School while Working ':'Studying while working','4 Neither at School nor working':'Neither studying nor working'}",True
cb070_w4_2_,子女2的在学在业状态,kdostat_2,Cat,"{0:'Studying',1:'Working',2:'Studying while working',3:'Neither studying nor working'}","{'1 Working':'Working','2 At School':'Studying','3 At School while Working ':'Studying while working','4 Neither at School nor working':'Neither studying nor working'}",True
cb070_w4_3_,子女3的在学在业状态,kdostat_3,Cat,"{0:'Studying',1:'Working',2:'Studying while working',3:'Neither studying nor working'}","{'1 Working':'Working','2 At School':'Studying','3 At School while Working ':'Studying while working','4 Neither at School nor working':'Neither studying nor working'}",True
cb070_w4_4_,子女4的在学在业状态,kdostat_4,Cat,"{0:'Studying',1:'Working',2:'Studying while working',3:'Neither studying nor working'}","{'1 Working':'Working','2 At School':'Studying','3 At School while Working ':'Studying while working','4 Neither at School nor working':'Neither studying nor working'}",True
